brand,model,year,km_driven,fuel_type,transmission_type,mileage,selling_price
volkswagen,vento,2014,120000,diesel,manual,20.54,300000
toyota,innova,2015,42000,diesel,manual,12.99,850000
tata,tiago,2021,23296,diesel,manual,27.28,575000
hyundai,verna,2019,10000,diesel,manual,23.9,1000000
volkswagen,vento,2016,102000,diesel,manual,20.34,550000
maruti,alto,2012,50000,petrol,manual,19.7,250000
bmw,3,2015,15000,diesel,automatic,18.88,1900000
hyundai,verna,2013,8000,petrol,manual,17.01,550000
maruti,alto,2012,39290,petrol,manual,23.95,240000
maruti,alto,2015,71239,petrol,manual,22.74,260000
skoda,rapid,2020,24000,diesel,manual,21.13,950000
maruti,ertiga,2017,55000,diesel,manual,20.77,735000
hyundai,i20,2020,32000,petrol,manual,18.6,650000
tata,safari,2012,150000,diesel,manual,13.93,350000
audi,a4,2014,64705,diesel,automatic,16.55,1350000
skoda,rapid,2018,51930,diesel,automatic,21.66,795000
hyundai,i10,2011,42000,petrol,manual,19.81,180000
hyundai,i10,2018,16500,petrol,manual,19.81,465000
maruti,alto,2022,5000,petrol,manual,22.05,300000
hyundai,i20,2016,100000,diesel,manual,22.54,550000
audi,a4,2012,70000,petrol,automatic,10.8,1200000
maruti,celerio,2020,40000,petrol,automatic,23.1,350000
maruti,alto,2019,80000,petrol,manual,23.95,300000
bmw,5,2019,5200,diesel,automatic,22.48,5350000
hyundai,grand,2019,60000,diesel,manual,24.0,650000
ford,figo,2017,40000,diesel,manual,20.0,450000
maruti,ignis,2020,19000,petrol,automatic,20.89,625000
ford,figo,2018,50000,diesel,manual,25.83,450000
hyundai,i10,2017,36977,petrol,manual,20.36,422000
maruti,vitara,2018,52000,diesel,manual,24.3,900000
honda,city,2016,80000,diesel,manual,26.0,450000
hyundai,creta,2018,45000,diesel,automatic,17.01,1170000
volkswagen,polo,2016,111056,diesel,manual,20.14,430000
hyundai,i10,2012,54886,petrol,manual,20.36,250000
honda,wr-v,2020,17000,petrol,manual,17.5,900000
hyundai,grand,2019,49000,petrol,manual,18.9,510000
maruti,baleno,2018,59434,petrol,manual,21.01,599000
maruti,swift,2019,56145,diesel,manual,28.4,659000
hyundai,i20,2014,76950,diesel,manual,21.9,450000
maruti,swift,2014,110000,diesel,manual,22.9,320000
maruti,wagon r,2013,35000,petrol,manual,18.9,315000
maruti,ciaz,2018,80000,diesel,manual,28.09,650000
mercedes-benz,c-class,2019,24500,diesel,automatic,14.84,2950000
hyundai,verna,2015,79345,diesel,manual,22.32,550000
maruti,swift dzire,2017,77482,diesel,manual,26.59,552000
maruti,alto,2007,50000,petrol,manual,19.7,70000
maruti,swift dzire,2020,12400,petrol,manual,21.21,690000
maruti,alto,2020,10000,petrol,automatic,23.95,420000
volkswagen,polo,2021,18000,petrol,manual,18.78,700000
bmw,x1,2018,40000,diesel,automatic,20.68,2900000
hyundai,i10,2014,65253,petrol,manual,20.36,380000
maruti,ciaz,2018,85000,diesel,manual,26.21,650000
honda,city,2016,65000,diesel,manual,26.0,550000
volkswagen,polo,2016,65321,petrol,automatic,17.21,575000
maruti,ertiga,2016,127731,diesel,manual,20.77,665000
hyundai,creta,2020,58363,diesel,manual,21.38,1250000
maruti,swift,2017,76400,diesel,manual,25.2,575000
honda,amaze,2017,61000,diesel,manual,25.8,515000
maruti,alto,2018,40000,petrol,manual,22.74,280000
honda,amaze,2017,70000,diesel,manual,25.8,480000
maruti,swift,2011,105000,diesel,manual,17.8,240000
maruti,vitara,2019,26000,diesel,manual,24.3,850000
maruti,swift dzire,2018,80000,diesel,manual,19.3,600000
mahindra,xuv500,2018,59000,diesel,automatic,16.0,1500000
honda,amaze,2020,25000,petrol,manual,17.8,650000
maruti,swift dzire,2018,62454,petrol,manual,19.0,334000
mahindra,scorpio,2019,50000,diesel,manual,15.4,810000
hyundai,creta,2019,71000,petrol,manual,15.29,899000
hyundai,i20,2020,86516,petrol,manual,18.6,750000
mahindra,scorpio,2014,94181,diesel,manual,12.05,600000
hyundai,verna,2021,12000,petrol,manual,17.0,1150000
maruti,ignis,2019,59518,diesel,manual,26.8,530000
maruti,swift dzire,2010,100000,diesel,manual,19.3,225000
hyundai,verna,2013,74000,diesel,manual,22.32,445000
maruti,swift dzire,2014,80000,diesel,manual,19.3,384000
hyundai,grand,2020,38000,diesel,manual,24.0,475000
mahindra,scorpio,2019,55000,diesel,manual,16.36,1450000
maruti,alto,2014,67000,petrol,manual,18.9,245000
skoda,rapid,2017,67000,diesel,manual,21.14,675000
toyota,innova,2013,200000,diesel,manual,12.8,450000
mahindra,bolero,2018,150000,diesel,manual,15.96,500000
maruti,wagon r,2011,69000,petrol,manual,21.79,250000
honda,civic,2011,81000,petrol,automatic,12.9,490000
toyota,fortuner,2019,56700,diesel,automatic,12.9,3100000
maruti,swift,2014,76000,diesel,manual,22.9,440000
maruti,alto,2009,83000,petrol,manual,19.7,110000
hyundai,i20,2019,33200,petrol,manual,18.6,625000
maruti,swift dzire,2015,73000,diesel,manual,23.4,580000
hyundai,santro,2010,30000,petrol,manual,17.92,135000
ford,ecosport,2020,29100,diesel,manual,21.7,1100000
mahindra,bolero,2011,120000,diesel,manual,13.6,300000
hyundai,creta,2018,27000,diesel,manual,19.67,1199000
mahindra,xuv500,2015,54278,diesel,manual,15.1,540000
honda,city,2018,80000,petrol,manual,17.8,650000
maruti,wagon r,2017,120000,cng,manual,26.6,333000
maruti,ciaz,2017,60000,diesel,manual,28.09,650000
mercedes-benz,e-class,2015,65000,diesel,automatic,13.0,2250000
bmw,3,2010,94603,petrol,automatic,10.9,650000
maruti,alto,2017,57000,petrol,manual,22.74,285000
hyundai,i20,2017,72000,diesel,manual,21.27,580000
maruti,wagon r,2015,40000,petrol,manual,20.51,395000
volkswagen,polo,2014,120000,diesel,manual,22.07,300000
hyundai,i20,2011,80000,petrol,automatic,15.0,280000
hyundai,grand,2021,20000,petrol,automatic,18.9,550000
ford,ecosport,2015,94000,diesel,manual,22.7,525000
maruti,ertiga,2020,5000,diesel,manual,25.47,957000
maruti,ertiga,2014,110000,diesel,manual,20.77,600000
ford,figo,2012,82000,diesel,manual,20.0,211000
ford,ecosport,2017,64000,petrol,manual,15.8,470000
ford,aspire,2020,5000,petrol,manual,18.16,680000
ford,ecosport,2019,38966,petrol,manual,17.0,685000
ford,figo,2020,50000,diesel,manual,25.83,650000
mahindra,kuv100,2020,35000,diesel,manual,25.32,786000
tata,tiago,2019,50000,diesel,manual,27.28,450000
hyundai,verna,2020,30000,petrol,manual,17.0,900000
maruti,swift dzire,2016,90000,diesel,manual,23.4,450000
maruti,baleno,2019,32000,diesel,manual,27.39,765000
toyota,innova,2018,92571,diesel,manual,13.68,1675000
toyota,innova,2018,122000,diesel,manual,12.99,1150000
bmw,3,2019,36000,diesel,automatic,21.76,3100000
honda,city,2011,100000,petrol,manual,17.0,300000
hyundai,grand,2021,14500,petrol,manual,18.9,565000
tata,tiago,2020,41000,petrol,manual,23.84,520000
maruti,alto,2011,63000,petrol,manual,19.7,110000
hyundai,grand,2018,63821,diesel,manual,24.0,445000
mahindra,bolero,2009,90000,diesel,manual,13.6,230000
mahindra,thar,2020,25000,diesel,manual,16.55,850000
volkswagen,polo,2018,76574,diesel,manual,22.07,650000
hyundai,verna,2020,5557,petrol,manual,17.0,1045000
ford,aspire,2018,100000,diesel,manual,25.83,350000
honda,amaze,2018,50000,petrol,manual,18.0,500000
maruti,celerio,2020,40000,petrol,automatic,21.63,450000
ford,figo,2019,19300,petrol,manual,18.16,567000
bmw,3,2015,105000,diesel,automatic,18.88,1465000
hyundai,i10,2015,150000,petrol,manual,20.36,350000
renault,kwid,2017,74675,petrol,manual,25.17,284000
maruti,vitara,2018,20000,diesel,manual,24.3,1000000
volkswagen,polo,2016,72103,diesel,manual,20.14,535000
hyundai,i10,2011,61171,petrol,manual,20.36,290000
hyundai,creta,2018,36503,petrol,manual,13.0,1050000
maruti,eeco,2017,58500,petrol,manual,15.37,349000
hyundai,i20,2019,38120,petrol,manual,18.6,690000
mercedes-benz,e-class,2015,25000,diesel,automatic,10.0,2100000
maruti,baleno,2020,11410,petrol,manual,21.4,725000
mercedes-benz,gl-class,2018,30000,petrol,automatic,11.5,3800000
maruti,swift,2015,45000,diesel,manual,22.9,500000
maruti,celerio,2020,48000,petrol,automatic,23.1,451000
hyundai,creta,2018,98921,diesel,manual,21.38,850000
skoda,rapid,2015,40000,diesel,manual,20.5,510000
mahindra,xuv500,2017,65000,diesel,manual,15.1,1050000
maruti,wagon r,2015,61000,petrol,manual,18.9,375000
maruti,celerio,2018,61173,diesel,manual,27.62,375000
maruti,swift dzire,2020,70000,diesel,manual,28.4,600000
maruti,vitara,2021,6000,diesel,manual,24.3,900000
hyundai,i10,2014,90000,petrol,manual,19.81,250000
honda,city,2013,73000,petrol,manual,17.0,450000
volkswagen,polo,2016,53000,diesel,manual,20.14,560000
maruti,swift,2016,35465,diesel,manual,25.2,435000
maruti,ciaz,2017,120000,diesel,manual,26.21,530000
hyundai,i10,2014,61685,petrol,manual,19.81,300000
maruti,vitara,2019,80321,diesel,manual,24.3,960000
hyundai,i20,2019,12290,petrol,manual,18.6,735000
mahindra,scorpio,2021,70000,diesel,manual,9.0,950000
bmw,3,2020,44000,diesel,automatic,22.69,3400000
maruti,wagon r,2018,33949,petrol,manual,18.9,385000
hyundai,grand,2017,40000,petrol,manual,18.9,375000
maruti,vitara,2021,120000,diesel,manual,24.3,950000
maruti,swift dzire,2019,48518,diesel,manual,19.3,725000
hyundai,i20,2016,49860,petrol,manual,18.6,400000
maruti,swift,2017,106452,diesel,manual,22.9,525000
ford,ecosport,2020,74000,diesel,manual,23.0,795000
land rover,rover,2018,64000,diesel,automatic,12.63,3290000
hyundai,i20,2020,32000,diesel,manual,21.19,860000
volkswagen,polo,2016,59400,diesel,manual,20.14,495000
maruti,swift dzire,2010,95000,diesel,manual,19.3,310000
maruti,celerio,2018,50000,petrol,manual,23.1,450000
hyundai,i20,2020,68729,petrol,manual,18.6,650000
toyota,innova,2013,100000,cng,manual,12.4,380000
hyundai,grand,2017,51597,diesel,manual,24.0,375000
ford,ecosport,2017,110000,diesel,manual,22.77,600000
maruti,vitara,2018,60000,diesel,manual,24.3,925000
maruti,swift,2020,25000,diesel,manual,28.4,790000
bmw,3,2017,55000,diesel,automatic,19.59,2550000
maruti,alto,2019,60000,petrol,manual,24.7,250000
honda,jazz,2019,8048,petrol,manual,18.7,600000
maruti,wagon r,2014,61000,petrol,manual,18.9,275000
honda,amaze,2019,55000,diesel,manual,25.8,700000
mahindra,kuv,2018,25000,petrol,manual,18.15,400000
honda,amaze,2021,28366,petrol,manual,19.5,770000
mahindra,bolero,2019,84667,diesel,manual,16.5,650000
hyundai,grand,2018,27735,petrol,manual,18.9,500000
toyota,innova,2011,85500,diesel,manual,12.8,725000
hyundai,grand,2017,37000,petrol,manual,18.9,425000
renault,kwid,2019,9000,petrol,manual,25.17,410000
maruti,alto,2008,110000,petrol,manual,19.7,148000
maruti,swift dzire,2021,15000,diesel,automatic,28.4,800000
hyundai,verna,2011,110000,petrol,manual,13.9,250000
maruti,ertiga,2018,33213,diesel,manual,24.52,875000
renault,kwid,2021,10000,petrol,manual,25.17,375000
maruti,wagon r,2008,65000,petrol,manual,18.9,175000
hyundai,i10,2014,9800,petrol,manual,20.36,275000
volkswagen,polo,2019,120000,diesel,manual,20.14,600000
maruti,alto,2016,60000,petrol,manual,23.95,230000
maruti,swift,2016,6500,diesel,manual,22.9,600000
maruti,swift,2017,66000,diesel,manual,25.2,520000
maruti,wagon r,2012,40000,petrol,manual,18.9,214000
hyundai,grand,2018,33000,petrol,manual,18.9,450000
volkswagen,polo,2020,14510,petrol,manual,18.78,560000
hyundai,verna,2016,50000,diesel,manual,22.32,600000
maruti,ertiga,2018,10000,petrol,manual,17.5,630000
maruti,celerio,2021,15000,petrol,manual,23.1,460000
maruti,swift dzire,2021,15000,petrol,automatic,21.21,690000
renault,duster,2016,53190,diesel,manual,19.01,560000
toyota,fortuner,2014,133342,diesel,automatic,11.5,1450000
maruti,wagon r,2019,15000,petrol,automatic,20.51,425000
hyundai,grand,2016,45135,diesel,manual,24.0,360000
maruti,swift dzire,2020,30000,diesel,manual,28.4,750000
hyundai,verna,2016,72000,diesel,automatic,19.08,725000
mahindra,xuv500,2019,58500,diesel,manual,16.0,1090000
honda,amaze,2019,60000,diesel,manual,25.8,600000
honda,city,2019,25000,diesel,manual,26.0,900000
skoda,superb,2018,50000,diesel,automatic,18.19,2100000
honda,jazz,2018,9999,diesel,manual,27.3,800000
skoda,rapid,2019,130200,diesel,automatic,21.72,650000
honda,jazz,2018,18000,petrol,manual,18.7,540000
maruti,swift dzire,2016,32115,diesel,manual,23.4,582000
maruti,baleno,2018,28582,petrol,manual,21.4,550000
ford,figo,2015,65000,diesel,manual,20.0,325000
hyundai,grand,2016,56000,petrol,manual,18.9,495000
maruti,ciaz,2018,50000,diesel,manual,28.09,745000
volkswagen,vento,2014,120000,diesel,manual,20.54,350000
hyundai,i10,2016,89800,petrol,manual,20.36,275000
hyundai,i20,2017,70000,diesel,manual,22.54,545000
maruti,ciaz,2020,24300,diesel,manual,28.09,800000
hyundai,creta,2020,40000,diesel,manual,20.5,1500000
maruti,swift dzire,2017,88000,diesel,manual,28.4,665000
maruti,wagon r,2011,82149,petrol,manual,21.79,220000
hyundai,creta,2020,5000,diesel,manual,21.38,990000
maruti,swift dzire,2010,86379,diesel,manual,19.3,290000
toyota,innova,2019,80000,diesel,manual,13.68,1780000
maruti,vitara,2020,25000,diesel,manual,24.3,885000
maruti,wagon r,2012,45000,petrol,manual,18.9,290000
honda,amaze,2016,78000,petrol,manual,18.0,420000
datsun,go,2018,52000,petrol,manual,19.44,320000
honda,city,2018,30000,petrol,manual,17.8,950000
maruti,swift dzire,2016,75000,diesel,manual,19.3,595000
maruti,alto,2014,66000,petrol,manual,22.74,220000
volkswagen,polo,2017,68314,diesel,manual,20.14,531000
maruti,swift dzire,2019,40000,petrol,automatic,22.0,623000
datsun,redi-go,2020,6000,petrol,automatic,22.0,435000
maruti,dzire vxi,2016,40000,petrol,manual,23.26,525000
mahindra,scorpio,2010,154000,diesel,manual,10.5,350000
maruti,wagon r,2019,39612,petrol,automatic,21.79,465000
maruti,wagon r,2016,20000,petrol,manual,20.51,250000
honda,amaze,2016,110000,diesel,manual,25.8,370000
hyundai,i10,2012,90000,petrol,manual,20.36,275000
maruti,wagon r,2017,41586,petrol,manual,21.79,360000
maruti,baleno,2018,70000,petrol,manual,21.4,450000
maruti,ertiga,2014,120000,diesel,manual,20.77,550000
ford,figo,2014,190000,diesel,manual,20.0,200000
renault,kwid,2018,25000,petrol,manual,25.17,275000
maruti,alto,2014,75000,petrol,manual,19.7,245000
honda,amaze,2015,100000,diesel,manual,25.8,400000
maruti,swift dzire,2020,15000,petrol,manual,21.21,650000
toyota,innova,2013,94000,diesel,manual,12.8,700000
hyundai,i20,2017,65000,petrol,manual,18.6,530000
ford,figo,2012,170000,diesel,manual,20.0,235000
hyundai,i20,2018,23500,petrol,manual,18.6,590000
hyundai,i10,2010,73181,petrol,manual,19.81,260000
maruti,wagon r,2018,29000,petrol,automatic,20.51,450000
mahindra,bolero,2017,58480,diesel,manual,15.96,551000
tata,tiago,2019,30000,petrol,manual,23.84,350000
hyundai,grand,2017,70000,petrol,manual,18.9,400000
hyundai,i10,2012,70000,petrol,manual,20.36,290000
hyundai,i20,2012,60000,petrol,manual,17.0,345000
audi,a6,2018,54945,diesel,automatic,17.68,3200000
hyundai,santro,2012,35000,cng,manual,11.88,265000
maruti,vitara,2019,160000,diesel,manual,24.3,795000
toyota,innova,2018,86000,diesel,manual,13.68,1695000
maruti,vitara,2018,27200,diesel,manual,24.3,809000
tata,nexon,2021,24000,diesel,manual,21.5,800000
audi,a4,2019,53700,diesel,automatic,18.25,1760000
maruti,baleno,2019,55087,petrol,manual,21.01,605000
toyota,innova,2014,160000,diesel,manual,12.8,700000
hyundai,verna,2011,121725,diesel,manual,16.8,330000
honda,city,2019,47000,diesel,manual,25.6,1000000
mahindra,bolero,2013,70000,diesel,manual,13.6,365000
hyundai,creta,2017,90000,diesel,manual,19.67,850000
maruti,ertiga,2015,120000,diesel,manual,20.77,460000
maruti,swift,2017,90000,diesel,manual,25.2,460000
maruti,alto,2014,81622,petrol,manual,23.95,240000
maruti,wagon r,2010,173000,petrol,manual,18.9,115000
tata,tigor,2020,15000,petrol,manual,20.3,600000
honda,civic,2014,70000,petrol,manual,14.8,500000
ford,ecosport,2020,40000,diesel,manual,23.0,950000
honda,city,2018,81000,petrol,manual,17.4,730000
maruti,swift,2010,120000,diesel,manual,17.8,300000
maruti,swift dzire,2018,50000,diesel,manual,26.59,600000
volvo,xc,2018,90300,diesel,manual,11.1,4050000
hyundai,creta,2020,35000,diesel,manual,22.1,996000
mahindra,xuv500,2016,80594,diesel,manual,15.1,725000
maruti,wagon r,2006,50000,petrol,manual,18.9,80000
maruti,baleno,2021,14000,petrol,automatic,19.56,910000
maruti,swift dzire,2021,22000,petrol,manual,21.21,775000
hyundai,verna,2018,53400,petrol,manual,17.01,675000
maruti,celerio,2018,53000,petrol,automatic,23.1,455000
volkswagen,polo,2021,30126,diesel,manual,20.14,721000
hyundai,creta,2017,120000,diesel,automatic,17.01,850000
maruti,swift,2017,120000,petrol,manual,20.4,555000
honda,city,2019,35000,diesel,manual,26.0,900000
tata,safari,2012,110000,diesel,manual,13.93,350000
maruti,wagon r,2016,80000,petrol,manual,20.51,300000
hyundai,i20,2017,120000,diesel,manual,22.54,600000
honda,amaze,2021,5000,petrol,manual,19.5,750000
renault,kwid,2020,1973,petrol,automatic,24.04,485000
mahindra,xuv500,2014,80000,diesel,manual,15.1,650000
ford,figo,2015,70000,diesel,manual,20.0,320000
skoda,rapid,2017,82000,diesel,manual,21.14,530000
hyundai,verna,2014,88168,diesel,manual,22.32,450000
tata,tiago,2019,57000,petrol,manual,23.84,421000
hyundai,grand,2016,60000,diesel,manual,24.0,480000
mahindra,xuv500,2016,76000,diesel,manual,15.1,690000
datsun,redigo,2019,49000,petrol,manual,22.7,220000
renault,duster,2015,88000,diesel,manual,20.45,450000
tata,safari,2015,120000,diesel,manual,14.0,420000
maruti,alto,2006,80000,petrol,automatic,19.7,80000
hyundai,grand,2018,52000,petrol,manual,18.9,445000
mahindra,xuv500,2016,75273,diesel,manual,16.0,851000
honda,city,2016,56954,diesel,manual,26.0,599000
honda,city,2017,120000,petrol,automatic,18.0,660000
maruti,eeco,2022,20000,petrol,manual,16.11,480000
maruti,alto,2018,35000,petrol,manual,22.74,280000
maruti,wagon r,2021,5400,petrol,automatic,20.52,625000
hyundai,i20,2019,20000,petrol,manual,18.6,740000
maruti,baleno,2019,43000,petrol,manual,21.4,625000
maruti,alto,2012,78000,petrol,manual,20.92,245000
maruti,swift,2010,86000,diesel,manual,17.8,280000
maruti,celerio,2019,40000,petrol,automatic,23.1,400000
hyundai,i10,2014,69900,petrol,automatic,16.95,395000
maruti,alto,2019,50000,cng,manual,32.26,315000
hyundai,i10,2010,20000,petrol,manual,19.81,230000
volkswagen,vento,2013,72565,diesel,manual,22.27,370000
mahindra,thar,2016,84000,diesel,manual,16.55,600000
datsun,redigo,2018,50000,petrol,manual,22.7,235000
volkswagen,vento,2015,110000,diesel,manual,20.54,400000
volkswagen,polo,2015,53000,diesel,manual,15.11,590000
maruti,alto,2017,37528,petrol,manual,23.95,310000
maruti,vitara,2019,62000,diesel,manual,24.3,820000
maruti,alto,2017,40000,petrol,manual,22.74,280000
maruti,wagon r,2016,65369,petrol,manual,18.9,390000
renault,duster,2016,72000,diesel,manual,19.01,495000
maruti,ciaz,2020,40000,petrol,manual,20.73,800000
maruti,swift,2015,78000,diesel,manual,22.9,427000
toyota,innova,2010,120000,diesel,manual,12.8,600000
datsun,go,2020,22000,petrol,manual,19.44,400000
honda,amaze,2018,57000,petrol,manual,18.0,550000
maruti,swift,2020,30000,petrol,manual,22.0,550000
maruti,swift,2015,158000,diesel,manual,22.9,450000
